user_id,age,gender,attention,block_number,trial_number,trial_type,conditions,p_inspection,inspection,fine_size,profitable_side,true_side,choice,trial_payoff,alternative_payoff,choice_correct,rt_choice,block_errors,final_errors,block_payoff,final_payoff,error,b1_cheating,b2_cheating,b1_sum,b2_sum
5d94aee42efd5f0017023e9e,18,female,1,2,29,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.246,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,33,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.183,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,35,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.211,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,40,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.228,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,49,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.185,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,54,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.18600000000000005,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,61,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.153,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,67,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.149,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,76,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.194,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,80,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.165,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,82,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.149,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,84,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.192,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,87,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.257,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,93,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.271,5,12,140,278,0,0,0,0,2
