user_id,age,gender,attention,block_number,trial_number,trial_type,conditions,p_inspection,inspection,fine_size,profitable_side,points_right,points_left,exchange_ratio,basic_payment,true_side,choice,trial_payoff,alternative_payoff,choice_correct,rt_choice,block_errors,final_errors,block_payoff,final_payoff,bonus,final_payment,date,time,error
569051eca3b94e000b6bed59,42,female,1,1,71,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.18100000000000002,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,74,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,right,10.0,0.0,0,0.212,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,1,77,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.14,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,79,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,right,10.0,0.0,0,0.18899999999999997,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,1,80,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.142,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,81,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.18600000000000005,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,82,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,right,10.0,0.0,0,0.233,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,1,83,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,right,10.0,0.0,0,0.204,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,1,84,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.157,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,88,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.215,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,90,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.172,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,91,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.239,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,92,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.22699999999999998,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
